Abbreviation,Year,RoundNumber,AvgFinishLast3,AvgFinishLast5,DNFRateLast5,AvgLapTime,AvgLapTimeLast3,AvgLapTimeLast5,AvgPitTime,AvgPitTimeLast3,AvgPitTimeLast5,AvgTeamFinishLast3,AvgTeamFinishLast5,TeamDNFRateLast5,AvgTeamPitTime,AvgTeamPitTimeLast3,AvgTeamPitTimeLast5,Event,GridPosition,QualiDelta,Corners,TrackLength,TotalLaps,TrackTemp,AirTemp,Rainfall,SafetyCar,VirtualSafetyCar,RedFlag,Position
COL,2025,20,17.333,16.0,0.0,83.733,102.309,93.501,22.811,22.962,22.376,17.0,17.2,0.0,22.79,23.82,22.94,Mexico City,20.0,2.084,17,4045.59,71.0,50.59,26.41,0.0,False,True,False,16.0
SAI,2025,20,11.0,11.4,0.2,82.623,101.519,92.799,24.154,23.088,22.974,15.333,14.0,0.2,23.45,23.17,23.31,Mexico City,12.0,0.586,17,4045.59,71.0,50.59,26.41,0.0,False,True,False,17.0
ALO,2025,20,10.667,11.8,0.2,83.481,101.548,93.058,26.868,26.76,24.677,12.0,11.2,0.0,24.4,25.03,24.94,Mexico City,14.0,1.517,17,4045.59,71.0,50.59,26.41,0.0,False,True,False,18.0
LAW,2025,20,10.333,11.4,0.0,85.124,101.602,92.932,34.171,22.582,22.244,13.333,13.2,0.0,28.23,22.57,22.14,Mexico City,15.0,2.486,17,4045.59,71.0,50.59,26.41,0.0,False,True,False,20.0
NOR,2025,21,2.0,3.0,0.0,74.145,92.667,93.345,23.351,23.417,23.928,3.667,3.4,0.0,26.15,23.86,23.79,São Paulo,1.0,0.0,15,3997.71,71.0,30.69,17.35,0.0,True,True,False,1.0
ANT,2025,21,8.0,7.4,0.0,74.249,93.355,93.812,23.416,23.712,23.357,8.667,7.4,0.0,23.28,23.51,23.17,São Paulo,2.0,0.174,15,3997.71,71.0,30.69,17.35,0.0,True,True,False,2.0
VER,2025,21,2.0,1.6,0.0,74.182,92.768,93.201,23.269,23.507,23.034,7.0,6.8,0.0,26.84,25.15,24.01,São Paulo,19.0,0.892,15,3997.71,71.0,30.69,17.35,0.0,True,True,False,3.0
RUS,2025,21,4.667,4.2,0.0,74.425,92.934,93.486,23.144,23.298,22.974,5.0,6.8,0.0,23.28,23.51,23.17,São Paulo,6.0,0.431,15,3997.71,71.0,30.69,17.35,0.0,True,True,False,4.0
PIA,2025,21,4.667,7.4,0.2,74.231,92.873,87.219,28.944,24.279,22.885,2.333,2.8,0.0,26.15,23.86,23.79,São Paulo,4.0,0.375,15,3997.71,71.0,30.69,17.35,0.0,True,True,False,5.0
BEA,2025,21,7.333,9.2,0.0,74.597,93.557,94.145,24.124,23.41,23.327,9.333,11.0,0.0,24.11,23.89,24.11,São Paulo,8.0,0.466,15,3997.71,71.0,30.69,17.35,0.0,True,True,False,6.0
LAW,2025,21,15.333,13.0,0.2,75.328,94.707,94.769,22.822,27.259,25.205,16.333,15.0,0.2,23.23,25.23,24.02,São Paulo,7.0,0.451,15,3997.71,71.0,30.69,17.35,0.0,True,True,False,7.0
HAD,2025,21,13.333,12.0,0.0,74.971,94.123,94.383,23.43,23.194,22.833,13.333,13.4,0.2,23.23,25.23,24.02,São Paulo,5.0,0.42,15,3997.71,71.0,30.69,17.35,0.0,True,True,False,8.0
GAS,2025,21,17.667,17.4,0.0,75.017,94.404,94.949,23.558,24.885,24.257,16.667,17.2,0.0,24.25,24.28,23.85,São Paulo,9.0,0.491,15,3997.71,71.0,30.69,17.35,0.0,True,True,False,10.0
ALB,2025,21,13.333,12.0,0.0,75.022,93.924,94.318,23.098,23.925,23.458,16.333,15.4,0.4,23.86,24.11,23.55,São Paulo,12.0,0.542,15,3997.71,71.0,30.69,17.35,0.0,True,True,False,11.0
OCO,2025,21,14.0,14.2,0.0,74.936,94.146,94.707,24.09,24.447,24.959,6.333,8.6,0.0,24.11,23.89,24.11,São Paulo,20.0,0.927,15,3997.71,71.0,30.69,17.35,0.0,True,True,False,12.0
SAI,2025,21,15.667,12.2,0.4,75.0,93.886,94.146,24.629,22.894,23.47,13.333,14.8,0.4,23.86,24.11,23.55,São Paulo,15.0,0.961,15,3997.71,71.0,30.69,17.35,0.0,True,True,False,13.0
ALO,2025,21,11.667,13.8,0.4,74.999,93.85,94.533,23.794,27.155,26.47,14.667,13.4,0.2,23.64,25.25,26.27,São Paulo,11.0,0.49,15,3997.71,71.0,30.69,17.35,0.0,True,True,False,14.0
COL,2025,21,16.333,17.0,0.0,74.979,94.484,94.952,24.936,23.517,23.354,13.667,15.4,0.0,24.25,24.28,23.85,São Paulo,16.0,1.121,15,3997.71,71.0,30.69,17.35,0.0,True,True,False,15.0
STR,2025,21,13.0,14.8,0.0,74.826,93.93,94.557,23.488,23.336,26.064,15.333,13.6,0.2,23.64,25.25,26.27,São Paulo,14.0,0.65,15,3997.71,71.0,30.69,17.35,0.0,True,True,False,16.0
TSU,2025,21,10.0,9.8,0.0,74.838,93.819,94.248,30.419,26.794,24.994,5.667,5.0,0.0,26.84,25.15,24.01,São Paulo,17.0,1.2,15,3997.71,71.0,30.69,17.35,0.0,True,True,False,17.0
HAM,2025,21,6.667,6.8,0.0,75.552,92.947,93.594,31.478,25.466,24.091,4.667,5.0,0.0,31.48,24.71,23.72,São Paulo,13.0,0.589,15,3997.71,71.0,30.69,17.35,0.0,True,True,False,18.0
VER,2025,22,2.333,2.0,0.0,95.21,85.249,91.527,21.719,23.24,22.814,10.333,8.2,0.0,21.28,26.0,24.51,Las Vegas,2.0,0.323,17,5981.34,50.0,19.53,16.73,0.0,False,True,False,1.0
RUS,2025,22,5.667,4.0,0.0,95.714,85.526,91.743,20.872,23.015,22.59,4.333,6.4,0.0,21.49,23.31,22.82,Las Vegas,4.0,0.869,17,5981.34,50.0,19.53,16.73,0.0,False,True,False,2.0
ANT,2025,22,7.0,6.0,0.0,95.7,85.732,91.972,22.109,23.611,23.042,2.667,4.2,0.0,21.49,23.31,22.82,Las Vegas,17.0,8.38,17,5981.34,50.0,19.53,16.73,0.0,False,True,False,3.0
LEC,2025,22,8.0,7.8,0.2,95.678,93.041,93.597,21.353,23.25,22.917,15.0,10.2,0.4,21.49,27.23,25.19,Las Vegas,9.0,1.938,17,5981.34,50.0,19.53,16.73,0.0,False,True,False,4.0
SAI,2025,22,16.667,12.6,0.4,95.823,86.13,92.436,21.163,24.271,23.609,13.667,14.6,0.4,26.02,23.77,23.36,Las Vegas,3.0,0.362,17,5981.34,50.0,19.53,16.73,0.0,False,True,False,5.0
HAD,2025,22,12.333,11.6,0.0,96.035,86.301,92.657,21.514,23.064,22.674,11.667,12.8,0.2,25.2,24.97,23.83,Las Vegas,8.0,1.62,17,5981.34,50.0,19.53,16.73,0.0,False,True,False,6.0
HAM,2025,22,10.0,9.2,0.2,96.243,85.801,92.059,21.622,27.942,25.587,13.667,10.2,0.4,21.49,27.23,25.19,Las Vegas,19.0,9.181,17,5981.34,50.0,19.53,16.73,0.0,False,True,False,8.0
OCO,2025,22,12.0,13.6,0.0,96.237,86.187,92.899,22.501,24.091,23.644,9.0,9.2,0.0,22.03,23.72,23.34,Las Vegas,13.0,5.053,17,5981.34,50.0,19.53,16.73,0.0,False,True,False,9.0
BEA,2025,22,6.333,8.0,0.0,96.52,85.724,92.355,21.564,23.419,23.118,9.0,8.0,0.0,22.03,23.72,23.34,Las Vegas,14.0,5.16,17,5981.34,50.0,19.53,16.73,0.0,False,True,False,10.0
ALO,2025,22,14.0,12.8,0.2,96.92,86.279,92.625,21.036,24.865,26.188,16.0,14.8,0.2,21.04,24.04,24.62,Las Vegas,7.0,1.532,17,5981.34,50.0,19.53,16.73,0.0,False,True,False,11.0
TSU,2025,22,11.667,10.6,0.0,96.402,85.982,92.426,21.066,28.768,26.213,7.0,7.0,0.0,21.28,26.0,24.51,Las Vegas,20.0,8.864,17,5981.34,50.0,19.53,16.73,0.0,False,True,False,12.0
GAS,2025,22,14.667,16.2,0.0,96.946,86.608,93.131,23.847,24.283,23.976,13.667,15.0,0.0,23.35,24.06,23.7,Las Vegas,10.0,3.606,17,5981.34,50.0,19.53,16.73,0.0,False,True,False,13.0
LAW,2025,22,12.667,11.6,0.2,96.553,86.971,93.052,27.046,26.806,24.948,7.0,10.8,0.2,25.2,24.97,23.83,Las Vegas,6.0,1.128,17,5981.34,50.0,19.53,16.73,0.0,False,True,False,14.0
COL,2025,22,16.0,16.6,0.0,97.243,86.547,93.128,22.848,23.844,23.327,12.667,13.8,0.0,23.35,24.06,23.7,Las Vegas,15.0,5.749,17,5981.34,50.0,19.53,16.73,0.0,False,True,False,15.0
ALB,2025,22,12.333,12.8,0.0,96.572,86.145,92.632,27.643,23.046,23.11,9.667,11.6,0.2,26.02,23.77,23.36,Las Vegas,16.0,8.286,17,5981.34,50.0,19.53,16.73,0.0,False,True,False,16.0
NOR,2025,22,1.333,2.8,0.0,95.59,85.13,91.598,21.112,23.465,23.107,3.667,3.4,0.0,21.25,24.26,23.93,Las Vegas,1.0,0.0,17,5981.34,50.0,19.53,16.73,0.0,False,True,False,19.0
PIA,2025,22,5.0,7.8,0.2,95.673,85.387,87.169,21.396,25.034,25.047,8.333,6.2,0.2,21.25,24.26,23.93,Las Vegas,5.0,1.027,17,5981.34,50.0,19.53,16.73,0.0,False,True,False,20.0
VER,2025,23,2.333,2.0,0.0,85.3,83.916,89.539,29.054,22.573,23.102,10.0,8.8,0.0,28.86,25.12,24.71,Qatar,3.0,0.264,16,4935.1,57.0,28.16,22.6,0.0,True,False,False,1.0
PIA,2025,23,10.0,7.8,0.2,84.926,84.065,89.705,28.501,24.346,24.635,14.667,10.0,0.4,28.3,23.35,23.79,Qatar,1.0,0.0,16,4935.1,57.0,28.16,22.6,0.0,True,False,False,2.0
SAI,2025,23,11.667,13.0,0.4,85.76,84.482,90.496,28.196,23.315,22.895,11.333,12.4,0.4,28.66,24.44,24.44,Qatar,7.0,0.9,16,4935.1,57.0,28.16,22.6,0.0,True,False,False,3.0
NOR,2025,23,7.0,5.2,0.2,85.239,83.923,89.547,28.102,22.33,22.943,13.667,9.4,0.4,28.3,23.35,23.79,Qatar,2.0,0.108,16,4935.1,57.0,28.16,22.6,0.0,True,False,False,4.0
ANT,2025,23,3.667,5.8,0.0,85.746,84.124,90.002,30.087,23.009,23.332,3.0,3.6,0.0,30.61,22.58,23.06,Qatar,5.0,0.459,16,4935.1,57.0,28.16,22.6,0.0,True,False,False,5.0
RUS,2025,23,4.333,4.0,0.0,86.252,84.17,89.788,31.136,22.15,22.782,3.333,3.2,0.0,30.61,22.58,23.06,Qatar,4.0,0.275,16,4935.1,57.0,28.16,22.6,0.0,True,False,False,6.0
ALO,2025,23,14.333,12.0,0.2,86.347,85.133,90.694,28.678,23.899,25.259,15.0,15.4,0.4,29.83,23.03,24.09,Qatar,8.0,1.031,16,4935.1,57.0,28.16,22.6,0.0,True,False,False,7.0
LEC,2025,23,8.333,6.8,0.2,86.465,92.508,96.132,29.63,22.463,22.338,10.333,11.4,0.4,29.92,26.46,25.42,Qatar,10.0,1.174,16,4935.1,57.0,28.16,22.6,0.0,True,False,False,8.0
LAW,2025,23,13.667,13.4,0.2,86.469,85.668,91.2,28.477,28.013,26.329,9.333,11.0,0.2,28.45,25.55,24.82,Qatar,12.0,1.046,16,4935.1,57.0,28.16,22.6,0.0,True,False,False,9.0
TSU,2025,23,13.333,11.8,0.0,86.452,84.749,90.54,28.662,27.736,26.374,4.667,6.8,0.0,28.86,25.12,24.71,Qatar,15.0,1.374,16,4935.1,57.0,28.16,22.6,0.0,True,False,False,10.0
ALB,2025,23,13.0,13.4,0.2,86.56,84.927,90.673,29.115,24.26,24.503,8.0,9.6,0.2,28.66,24.44,24.44,Qatar,14.0,1.242,16,4935.1,57.0,28.16,22.6,0.0,True,False,False,11.0
HAM,2025,23,11.333,9.2,0.2,86.848,84.678,90.127,30.218,27.165,25.9,6.667,11.4,0.4,29.92,26.46,25.42,Qatar,17.0,1.52,16,4935.1,57.0,28.16,22.6,0.0,True,False,False,12.0
BOR,2025,23,15.667,16.4,0.4,86.999,94.142,94.498,28.27,26.768,26.8,14.667,14.4,0.6,28.27,24.35,25.43,Qatar,19.0,1.147,16,4935.1,57.0,28.16,22.6,0.0,True,False,False,13.0
COL,2025,23,15.333,15.8,0.0,87.123,85.318,91.135,29.269,23.532,23.667,14.333,13.8,0.0,30.13,23.46,24.09,Qatar,20.0,1.75,16,4935.1,57.0,28.16,22.6,0.0,True,False,False,14.0
OCO,2025,23,10.0,12.6,0.0,87.074,84.746,90.722,33.094,23.228,23.986,10.333,9.2,0.0,35.11,22.93,23.56,Qatar,16.0,1.477,16,4935.1,57.0,28.16,22.6,0.0,True,False,False,15.0
GAS,2025,23,12.667,15.2,0.0,86.896,85.245,91.035,30.988,23.394,24.412,14.0,13.4,0.0,30.13,23.46,24.09,Qatar,9.0,1.09,16,4935.1,57.0,28.16,22.6,0.0,True,False,False,16.0
STR,2025,23,16.0,14.6,0.2,86.781,86.036,92.738,30.599,23.21,23.057,12.0,13.2,0.2,29.83,23.03,24.09,Qatar,18.0,1.671,16,4935.1,57.0,28.16,22.6,0.0,True,False,False,17.0
HAD,2025,23,9.0,10.8,0.0,86.441,84.755,90.675,28.426,22.412,22.906,9.667,8.8,0.0,28.45,25.55,24.82,Qatar,6.0,0.727,16,4935.1,57.0,28.16,22.6,0.0,True,False,False,18.0
BEA,2025,23,6.667,7.6,0.0,87.269,84.46,90.357,37.12,22.703,23.184,11.333,10.4,0.0,35.11,22.93,23.56,Qatar,13.0,1.051,16,4935.1,57.0,28.16,22.6,0.0,True,False,False,19.0
VER,2025,24,1.667,1.8,0.0,88.675,84.897,87.251,21.684,24.681,24.099,7.667,8.2,0.0,24.31,25.66,25.63,Abu Dhabi,1.0,0.0,16,5040.39,58.0,31.06,26.67,0.0,False,False,False,1.0
PIA,2025,24,9.0,7.4,0.2,88.832,84.943,87.352,21.606,26.28,25.0,8.667,10.0,0.4,21.42,25.23,24.47,Abu Dhabi,3.0,0.23,16,5040.39,58.0,31.06,26.67,0.0,False,False,False,2.0
NOR,2025,24,8.0,5.4,0.2,88.485,84.991,87.244,21.321,24.188,23.922,2.667,9.4,0.4,21.42,25.23,24.47,Abu Dhabi,2.0,0.201,16,5040.39,58.0,31.06,26.67,0.0,False,False,False,3.0
LEC,2025,24,10.333,7.2,0.2,88.594,88.198,92.253,21.385,24.459,24.146,9.333,10.2,0.2,21.46,27.63,26.62,Abu Dhabi,5.0,0.523,16,5040.39,58.0,31.06,26.67,0.0,False,False,False,4.0
RUS,2025,24,4.0,5.0,0.0,89.437,85.464,87.709,22.021,25.05,24.21,4.667,4.0,0.0,22.43,25.13,24.41,Abu Dhabi,4.0,0.438,16,5040.39,58.0,31.06,26.67,0.0,False,False,False,5.0
ALO,2025,24,10.667,12.0,0.2,89.761,86.089,88.421,23.358,24.503,24.862,14.0,13.8,0.4,22.46,24.84,24.6,Abu Dhabi,6.0,0.695,16,5040.39,58.0,31.06,26.67,0.0,False,False,False,6.0
OCO,2025,24,12.0,12.0,0.0,89.791,86.082,88.374,22.288,26.562,25.574,14.667,13.0,0.2,22.24,27.08,25.66,Abu Dhabi,8.0,0.706,16,5040.39,58.0,31.06,26.67,0.0,False,False,False,7.0
HAM,2025,24,12.667,10.0,0.2,89.395,86.214,88.099,21.54,27.773,27.133,8.0,7.2,0.0,21.46,27.63,26.62,Abu Dhabi,16.0,1.187,16,5040.39,58.0,31.06,26.67,0.0,False,False,False,8.0
STR,2025,24,17.0,15.4,0.4,89.828,81.488,88.68,21.562,25.337,24.819,10.0,11.8,0.4,22.46,24.84,24.6,Abu Dhabi,15.0,0.89,16,5040.39,58.0,31.06,26.67,0.0,False,False,False,10.0
BOR,2025,24,16.667,15.6,0.4,90.029,90.23,95.185,22.035,27.927,28.296,14.0,13.2,0.4,21.69,26.35,25.16,Abu Dhabi,7.0,0.697,16,5040.39,58.0,31.06,26.67,0.0,False,False,False,11.0
BEA,2025,24,11.667,9.6,0.2,89.841,86.129,88.192,22.194,27.603,25.788,13.667,12.0,0.2,22.24,27.08,25.66,Abu Dhabi,11.0,0.834,16,5040.39,58.0,31.06,26.67,0.0,False,False,False,12.0
SAI,2025,24,7.0,11.6,0.4,89.94,85.528,87.995,21.665,24.663,24.434,10.0,9.6,0.2,21.63,26.18,25.2,Abu Dhabi,12.0,0.835,16,5040.39,58.0,31.06,26.67,0.0,False,False,False,13.0
TSU,2025,24,13.0,11.4,0.0,89.93,85.897,88.16,26.934,26.716,27.206,4.0,5.0,0.0,24.31,25.66,25.63,Abu Dhabi,10.0,0.827,16,5040.39,58.0,31.06,26.67,0.0,False,False,False,14.0
ANT,2025,24,3.333,5.8,0.0,89.932,85.232,87.728,22.839,25.204,24.606,5.333,4.2,0.0,22.43,25.13,24.41,Abu Dhabi,14.0,0.873,16,5040.39,58.0,31.06,26.67,0.0,False,False,False,15.0
ALB,2025,24,12.667,12.8,0.2,89.648,86.051,88.313,21.61,26.619,25.179,9.0,9.6,0.2,21.63,26.18,25.2,Abu Dhabi,17.0,1.209,16,5040.39,58.0,31.06,26.67,0.0,False,False,False,16.0
HAD,2025,24,10.667,12.2,0.2,90.188,85.816,88.276,21.923,24.457,23.826,13.667,11.0,0.2,21.92,25.63,25.71,Abu Dhabi,9.0,0.865,16,5040.39,58.0,31.06,26.67,0.0,False,False,False,17.0
GAS,2025,24,13.0,14.6,0.0,89.681,86.286,88.733,22.4,26.131,25.537,15.0,14.6,0.0,22.41,25.91,25.13,Abu Dhabi,19.0,1.261,16,5040.39,58.0,31.06,26.67,0.0,False,False,False,19.0
COL,2025,24,14.667,15.4,0.0,89.849,86.449,88.801,22.411,25.684,24.73,16.333,15.4,0.0,22.41,25.91,25.13,Abu Dhabi,20.0,1.683,16,5040.39,58.0,31.06,26.67,0.0,False,False,False,20.0
